text,label
I feel so bad because I’m an awful friend for wanting to drop her but I just don’t want to talk about mental illness.,Labeling
From the U.S.: I am a single mother with a 9 year old son with ADHD. I have been raising him on my own with little to no help from his father since he was born. 2 years ago I met my boyfriend who has terminal cancer. My boyfriend and I have a great relationship except we can’t see eye to eye on the way I raise my son. His father is no help as he has actively defied all of my requests to help discipline my child and teach him responsibility.,No Distortion
If others are talking I am always sure they are talking about me and judging me.,Mind Reading
I know you’re gonna look at this and make assumptions because I’m a 16 year old girl and I self harm.,Mind Reading
And I blame myself for all that knowing that I can hurt somebody.,Personalization
"okay so, my boyfriend says he trusts me but I feel like he doesn’t because next week I have to go to another city for a competition with my team and we will be staying there for 2/3 days. That city is only half an hour away from the beach so he thinks that I’m gonna be messing around with guys while I’m there.",Mind Reading
For the past few weeks I’ve been shifting from severe depression to a kind of mania. I might have felt this “high”once before but not to this point- especially during finals where most individuals are depressed and stressed.,Should statements
I can’t stop imagining the life I don’t have.,Overgeneralization
am feeling very resentful of him and his past mistake.   I am angry at him for having a daughter and get physically ill often when she is around as it makes me think of him and her mother. ,Personalization
"I feel like in our relationship he lacks a lot of respect for me. When the children are not present he will cuss me out when upset, tell me to leave or think of the meanest thing he can say to hurt me.",Mind Reading
It’s been very difficult to process the memories from the childhood experiences because of the shame and guilt I feel for being so needy.,Personalization
"I have been was in a relationship with a man for three years. I will call him A. We lived together and he wanted to and still wants to marry me. While I started and developed the relationship with him because I was very lonely at the time, I developed feelings for him and to this date, he is my closest friend. The problem that I always had when I was with him was that I was never in love with him. Staying in the relationship felt very emotionally safe and I was happy being with him even though I never felt the “butterflies in the stomach” being with or thinking of him. He felt like a family and I did and still do care about him. And that was what I was looking for – the emotional comfort of having someone next to me who loves me and cares about me. The missing part in our relationship was the fact that I never felt romantically about him and so two years later, I started sleeping with another man B, which developed into a relationship. I feel in love with B but I have been comparing him with A and this of course has made me see more of his negatives. I am very attracted to him and like to spend time with him. However, when the time came to “go home”, i.e. do every day things, relax and stay home, I would always want to meet with A. A continues to feel like home, like the place where I go at the end of the day to be comfortable, share my day at work, watch TV, or just relax while being silent.",No Distortion
I am writing about this panic attack because I am so afraid of developing a psychotic illness. I am afraid that I might have a psychotic break during a panic attack.,Fortune-telling
At 71 I don’t think her body can take the level the mania is putting her through.,Fortune-telling
"Can you point towards resources for navigating rare cases of carefully considered, consensual, post-therapy romantic relationships between client and therapist? Very rarely, there are legitimate cases of two people wanting to be above board in their pursuit of a relationship. Should we not have resources and guidelines for such situations?",No Distortion
I felt no emotion whatsoever and said nothing.,Overgeneralization
"I’m reminded of it constantly, either it comes up in conversation, he mentions something about his past, or I ruminate about it in my head.",Mental filter
i feel like i cant go on much longer and i have no way of finding out if i need medical attention let alone getting any.,Fortune-telling
The problem is that now that I never play it anymore I feel a very strong need to play it and since no other game can replace it I feel unhappy and unfulfilled.,Magnification
"She’s completely irrational and I’m worried that she might have some underlying mental problems.  I don’t think that she understands how the way she talks to people effects their ability to help her in stressful situations. She doesn’t realize that I’m trying to help her, and that she is actually making it difficult.",Overgeneralization
For as long as I can remember people have been telling me I am depressed.  When I was young – in my teenage years- I tried counseling and complained that I was worried I didn’t know how to make friends or form emotional attachments to people.  This has continued even though I am now on medication for depression.  The only difference seems to be that I am now able to articulate what seems wrong.,No Distortion
"And im afraid because i know how bad i feel, and i dont want to be locked away forever.",Magnification
I’m also currently dealing with the possibility of being pregnant with his second child witch I honestly don’t think I can have since I had a c-section and I’m scared I won’t be strong enough mentally to go through another pregnancy since this last experience was so tough.,Emotional Reasoning
I really need to talk to someone but I fear that they will despise me what is my problem Why do I behaving like a fool?,Mind Reading
"When trying to discuss a marital issue she cannot bear the suggestion that she is doing something wrong and becomes defensive, angry and sometimes vicious, so when there’s a problem then I just have to live with it.",Mind Reading
"To begin, from an early age I moved schools and was placed in a different environment. I was in third grade and from that point on, I could not help but break down every other day.",Magnification
"I could be walking down a hallway at work, say hello to someone, they look right at me and keep walking. It makes me feel like I could die inside.",Magnification
"I’ve recently been feeling really overwhelmed and just overall down especially about myself. Anytime anyone says a bad thing about me, I feel insanely guilty and burst into tears either right there or later by myself.",Personalization
"Hello. I am concerned lately as to the state of my mind in relation to psychosis. I have been diagnosed with Borderline Personality Disorder, however the symptoms I am experiencing fall out of the regular signs associated with this personality disorder.",No Distortion
I have had panic attacks for 10 years recently they have gotten so much worse and I can’t get through them anymore.   I have severe health anxiety and my heart will go fast for no reason it seems like so now I’m convinced I have A fib and I can’t let it go. ,Magnification
I have had feelings of doubt and dread the whole time. I feel as though I’m planning my own death instead of my wedding. Any thought or conversation about the wedding makes me sick to my stomache.,Magnification
I cant do anything because i dont want to stress my mother as well. therefore my sister can do what ever she wants.,All-or-nothing thinking
"I am still a teenager so maybe I am in way over my head, but I am reaching 18 soon, and I fear I will let this part of me consume my being.",Fortune-telling
I’m 16 and I am going through extreme guilt and regret over 3 incidents.   I worry if she would tell her mom and put entire blame on me(as I was the older one) and then they would call the police and I would be called an abuser.,Personalization
"When taking a polygraph, my former step-son keeps creating scenarios that never occurred. We know this because they are about other family members. When the family member is questioned about rather something actually happened or not, they deny the scenario ever occurring. My former step-son is borderline developmentally delayed, had ADHD (and is off his meds because the school said he doesn’t need them, so we are having difficulty with behaviors at home including: lying, impulsivity such as stealing, emotional outbursts, being spiteful (telling me he doesn’t want me in his *blank* life when angry)), and he’s bipolar. He also hears hallucinations from time to time but ignores them. He is currently on probation for a crime I believe he didn’t commit (but I’m not the law). The scenario happened at his mother’s apartment. However, when I first questioned him about it before he started his court appointed therapy, he told me it happened at his friend’s house. He was very confused about the details until his court appointed therapy. He has no concept of time, due to his cognitive impairment. He says things happened a few months ago, which really happened two years ago. Then gets in trouble for it and DCF is called to investigate. Recently, on his last polygraph (he has taken two), he admitted to doing something this January. The counselor kept asking him what happened in January. Finally, he imagined something that happened and told them. They said they have to get DCF back out to talk to him and he may be going back to jail. After talking with cousin he supposedly did something with, we know that nothing happened. Why does he keep admitting to things he didn’t do? Why does he keep imagining things that never happened? (He once told me a scenario that if it had happened, his cousin would have never talked to him again. When I asked him for details, he couldn’t provide them. I’m pretty sure he imagined that too.) Thank you for your time.",No Distortion
I’m stuck between my family and my boyfriend and at this point I choose him over them because I see my whole future with him.,Fortune-telling
"I’ve been seeing the best therapist I’ve ever worked with for almost three years and, in that time, he’s helped me significantly, including with coming out as trans and gay and gaining confidence to date and try out relationships. I’ve been on several dates with a great guy who is also trans and gay and we just discovered that we see the same therapist. I would say the chances were slim but my therapist is out as a queer man and many of his clients are queer. Additionally, as I’m out socializing more, trying new bars and parties, and meeting more people, I realize that my therapist and I will likely be running in similar circles.",No Distortion
"I’ve been experiencing hallucinations and delusions, mainly delusions. I often see a figure following me around just behind my back, shadows near me, and my delusions include the thought that everything i see is not real, that everyone hates me, that something will eventually come and kill me, even if its not alive, amd much more.  The smallest task can seem like such s pain, and i have also many more things i have experienced.",Mental filter
"They just can’t seem to comprehend that they don’t have me, their own daughter, figured out.",Mind Reading
"I can live happily but sometimes I just got this strong urge to kill someone. It feels like something is dragging me into a void and just takes control of me.   I am afraid of the reactions of my family since I pretended to be something Im not my whole life. I am also afraid to go see a Therapist, because they are professionals and Im not sure if I can keep the mask up or not.",All-or-nothing thinking
"Hi, I’ve had this problem for 4 months it’s been 24/7, but things have all of a sudden felt like everything is getting like fast forwarded or rushed like I sat in a dressing room for an 1 hour and it felt like 30 minutes I don’t know what’s wrong with my perception of time is there any way to fix this??? And I feel very emotionally numb like I’ll laugh but I won’t feel anything. and words on boards seem blurry to me even though I’ve never had reading issues like maybe not blurry just that my mind can’t quite comprehend.",Mental filter
"I consider myself a heterosexual male but I have often had difficulty forming romantic connections with women for one reason or another. Instead, I tend to be romantically attracted to men, even if that attraction doesn’t exactly translate into sexual attraction.",No Distortion
And kinda of secretly and slightly irrationally I’m dating her in my head. & I sounds crazy… I feel crazy for wanting to live this out in my head but I equally feel like it’s a better rebound then another fucked up relationship.,Labeling
If I don’t wake up angry something small may happen and I’m mad for the entire day.,Magnification
"i found that i feel trouble in decision making , i always allow other people to decide/choices for me ,like letting my mom to decide which school and college for me to go , which subject for me to study.starting from primary school i always lean on one friend(i cannot stand without friend), i will feel anxious and helpless when i was alone.",Overgeneralization
"I sort of want to bring the idea up to my mom, but I don’t want her to judge me.",Fortune-telling
"I know this isn’t normal, or right, but I’ve been wanting to kill someone recently, and in very graphic ways, even thinking of torturing them before I do it.",Should statements
From Greece: I met a guy on Playstation 3. I am 30 and he is 21. We live in different countries. When i looked him up online a few newspaper articles came up about him being involved in a series of car thefts and other previous offences. I decided to overlook these as what he was telling me made me feel wonderful.,No Distortion
"My family and I suspect that our mother is bipolar and has been for quite some time. She is a very combative person and very unstable at the moment. She excessively spends money that they don’t have. They had to declare bankruptcy in the past. Currently they are living in a small mobile home that my brothers and I bought for them and they are living off of my stepdads SS checks. They do not have medical insurance which also proposes a problem. She is on many medications, but goes off and on them all the time. They can’t afford many of the medications she needs for other issues such as, gout, blood pressure, cholesterol, Polymyositis and more.",No Distortion
"However, I worry that I’m not being as loving towards her as I feel I should be.",Should statements
"I feel as though my dad would just laugh at me, and say you are a moron which is what he usually does when I ask him for help on other things.",Fortune-telling
"I wonder if I am ever going to get better, or if this depressive episode has damaged my brain in a way that can’t be repaired. I feel like therapy isn’t helping with this at all – thinking through things can’t really elevate my mood, it actually often makes everything worse.",Magnification
"I lived without him for one year, recovered, were very happy, dated and had a fulfilling job, still I kept feeling I had lost the chance to grow old with someone I really loved.",Magnification
"For a long time, I’ve had thoughts about murder, I used to hate it but I’ve grown to enjoy it to the point where thinking about killing and playing with a person’s blood and insides sparks sexual desires. Recently I’ve been having images of blood soaking the streets, a big pile of (adult) bodies all mangled and shredded in the center and imagining rolling around and having sex on top of it all, fire and screams in the distance, I guess what you would imagine Hell to be like. (I’m not religious). I’ve also been thinking very strongly about committing a murder, especially when someone gets me very angry (I have a colleague who really likes to wind me up, almost intentionally nudging me towards doing something). Because of this I’ve distanced myself from many people. At work I can’t be around people, and part of my job is to be around people, but they’ve allowed me to keep to the sides and do my work alone.",No Distortion
I don’t think I have the right to be sad because my life is great compared to most but I don’t feel happy.  I’m confused with what is wrong with me or if there is even anything wrong with me. I have almost no friends and keep alienating myself from others even when I feel sad and lonely after. ,Should statements
"She always have this weird kinda act, for example like, she’s sulking because of one problem and then she became quiet and didn’t talk to anyone for 1/2 days then later she starts laughing and then crying, I don’t know what to do because she didn’t want to open up and slowly she makes me mad too because she kept laughing, scoffing Idk maybe she’s angry at me or what",Mind Reading
"I’m not trying to be offensive, stupid, ignorant, and I’m not self-diagnosing myself, either.  I feel like this obsession has lasted alot longer than my other recent obsessions, which usually last only a couple days or months.",Labeling
We had an argument with our teenage son who was rude and insolent.,Labeling
Hurting myself to gain attention seems stupid and childish…,Labeling
I am having daydreams where I am being physically punished. They are stories in my head where I am always the victim. They usually involve an authority figure beating me and forcing sex on me. These daydreams have become obsessive that I have lost interest in my hobbies. It is disturbing to me that I enjoy them and I want them to happen to me in real life. It is difficult to focus at work and driving with this story script running in my head. I am 45 and have Had Schizoaffective disorder since my 20s. These daydreams are always a precursor that I am getting sick. I get the daydreams and 1 or 2 weeks later I hear voices. This time I lasted 2 weeKs before the voices started. I take my medicine as prescribed. I am udergoing increased stress with a bankruptcy. My question is why do I get these daydreams and how can I stop them before I get extremely sick and need hospitalization? Thank you for your time in answering my question.,No Distortion
"Its less like a want and more like a need, I need one, so much so that I attempt to convince myself, and sometimes other people, that I have one. I spend hours trying to find something, anything that I might have, its almost hurting.",Magnification
I don’t really know what to call it because it’s not so much an urge but just something i want to feel. I don’t have any mental illnesses at least not diagnosed professionally and i come from a loving middle-class family. For maybe a year or so now I’ve had the curiosity or want to know the feeling of pure hatred towards me. I want to kill somebody for the sole purpose of watching their family mourn and know that i killed them just to know how that feels. I want to torture somebody although i can’t see myself doing that. It’s almost as if it’s a craving really. I try to just not think about it and maybe it’ll stop but it’s always just kind of their not really strong but always noticeable in the back of my mind. I don’t really know what to do about it or if I need to do something. I’m just looking for some advice about it.,No Distortion
"Hi, I am 19 years old and my girlfriend is 17 years old, we have been dating for a little over a year and really love each other but right now there is a serious relationship problem. We have been having sex routinely for around five months then in December (three months ago) we stopped having sex because she was scared to have it. We always had extremely safe sex; I always wore a condom and with drawled. She was very scared she was pregnant and thought her period was late so we bought two home pregnancy tests, they both came out negative. Two days later she had got her period. It was six days late and lasted seven days. She still thinks she is pregnant though, she has had no pregnancy symptoms.",No Distortion
" My husband and I are both nurses. We have two sons. Our oldest will turn five in May and our second son will turn one in April. My husband works full time while I stay home with the kids. Tonight, I caught our 4-year-old wearing my thong underwear under his pajamas. It turns out, he stashed some of my underwear in his room along with two of my Victoria’s Secret catalogs. We talked to him about this. I have always noticed evidence of what Freud calls the oedipal complex in my son. He is a smart boy and has adapted quite well to his new role as big brother. He has said “why did God not make me into a girl” but when I explore this, it turns out that what he really means is that he likes girls, including mommy because girls are pretty. I have never seen any other “feminine” tendencies in him (he’ll say pink is for girls and refuse to ride a Barbie bike) but I just want to make sure that this is just a normal phase for him and we shouldn’t be thinking about gender issues here. I imagine a 4 year old won’t see this as a social taboo although it would be a different situation in an older kid. Please share your views about this situation. Thank you very much.",No Distortion
"Sometimes i get awful thoughts that makes me feel guilty.  im paranoid about everything; people are staring, they’re talking behind my back, i cant trust anyone- my mood keeps changing, one times im cheerful and happy and the next im angry and depressed, the next im hateful and dislike everyone.  it makes me guilty to the point i feel suicidal i dont know what i should do to cure myself.",Personalization
"I have a boyfriend. There’s some problem going on so we had to go on separate ways. We’re breaking up next week and we want to end everything as clean as possible. We we’re talking about it one afternoon when all of a sudden he told me he wanted to say something important to me on the day we’ll break up. I asked him why can’t he say it now and he said I might get mad at him. I insisted and he suddenly blurted out, “I still love her” (referring to the girl he was courting before me). He said it in a serious face and all I could say was “really?”. All of a sudden his expression changed and he said it was only a joke. He said he only wanted me to get mad at him and that he really loves me and no one else. I don’t know if I should just consider it as a joke for I have my own suspicions myself. I don’t know if dreams are really that accurate but it’s actually bugging me lately. There was a time I dreamt of a girl my boyfriend was really close with and he was cheating on me. After a few days, I asked him, if he hadn’t met me, who would he court. His answer was that particular girl i just dreamt about. Then just last week, I had another dream that he was again, cheating on me. I dreamt that he was texting his “ex-crush” while I pretend to be sleeping. Then after a few days, he told me that “not so nice” joke.",No Distortion
But she doesn’t want to do that and I’m not sure if it’s because she’s lazy or is afraid of putting in the work and still losing.,Personalization
"I’ve tried explaining to him that it’s not his fault at all, but I worry that he still feels like he’s inadequate.",Mind Reading
"From the U.S.: I have had symptoms of depression, and formerly anxiety as well, that interfere greatly with my everyday life for upwards of seven years. Over the years I have attempted to reach out to medical professionals twice, the first time as a child, only for them to tell my parents I was totally fine, even though I was suffering from severe anxiety symptoms, depressive symptoms and self harming.",No Distortion
"I don’t know if she was making sure I knew last week was rare, or if she thought I disrespected her, took advantage etc. Now, MY ANXIETY IS THROUGH THE ROOF.",Mind Reading
"Within the past few months, I’ve gradually found it much harder to leave my house. It is affecting me to the point where I have to take days off of school because I get physically ill (nauseous) from being around so many people for such a long time.  I’m terribly afraid of public speaking, working in groups, or being around people in general, and a lot of that is because I’m afraid of what they will think of me.",Magnification
"We’ve lived together for around 4yrs, known him around 19yrs, and after 2yrs of living w/him, he has seemed slowly to lose interest in me.  My heart hurts, I cry way too much for my taste, and I am losing confidence in me. ",Mind Reading
"She feels every emotion, she is very caring, but she needs help but won’t get it because she thinks what she’s hearing is true.",Mind Reading
"Hi there, my son has been alienated by his father for the last 13 months. It took for the Guardian ad Litem to enforce my ex-husband to put our child in counseling. I have wanted this since the day that my cousin’s daughter taped him confessing that he did everything because his dad and step-mom told him to. My question to you is, how in the world would 3 counseling sessions even do anything for my child? He was released after 3 sessions by a counselor who said that my son is smart. Is this even possible? To help a 12-year old get through this and just diagnose him as being smart? My child is not dumb and knows how to play both myself and his father. Thank you!",No Distortion
I also developed an intense fear of not being included or of someone else being chosen over me.,Emotional Reasoning
"My biological father has never been a part of my life. He divorced my mom when me and my brother were babies and left the country. He has never contacted me or given my mother any child support money. We grew up very poor, but both of us turned out to be pretty good people and put ourselves through college.",No Distortion
"I think it’s odd considering that I am a female, and women are supposed to be really emotional people.",Should statements
"I don’t think I feel sexually attracted to him, but I am worried I may eventually feel that way.",Overgeneralization
"From a teen in Germany: My loving and sweet boyfriend of 6 months happens to like a specific body type. on my request he’s shown me multiple times what that body he is attracted to looks like and I noticed that no matter if it’s a person in real life, a photograph or a drawing, all the figures look the same or very similar, while I don’t look anything like it.",No Distortion
I have thought running through my head telling me that people don’t like me and that I am doing things wrong and am being judged for them. I am scared to say things for fear that people will be upset. I pick at my skin and hair until my face and/or cuticles bleed. I continuously feel bored and numb. I feel as though I can’t get excited or aroused by things anymore despite that never being an issue before.,Mind Reading
"Okay, to give a little backstory when I was 10 until 12 years old I had a friend who was three years older than me of the same gender and when I was at their house they would kiss me and touch me in ways I really did not like, she would also get me to take off my clothes. She would also bully me and exclude me in class. She would also tell me that I was a lesbian and another boy would also tell me this as well. It really hasn’t had much of an effect of me (I haven’t talked to any adult about it) but I have come to the conclusion now that I’m gay, but I don’t know if I just think I am because of this and it’s just my reaction to it or if I actually am. I know only I can know for definitely but from a professional’s point of view is it possible that I just think I am?",No Distortion
"It has become very excruciating for me to enter into my patient’s room and administer Respiratory Therapy, especially when there are family members in the room",Magnification
"Our relationship has never been the best, and as I grew older it only worsened, to the point I’m questioning whether they are abusive or I’m overreacting.",Personalization
"From the U.S.: My daughter, who is 14, informed me that over the course of about a year, my 16 year old son has touched her while she’s sleeping. According to my daughter, this has happened about 4 times. I asked as many questions as I could think of; the information I gathered is that it was mostly her breasts, my daughter didn’t stop him, she continued to pretend to be asleep, he doesn’t know she knows; she has begged me to not say anything to him or anyone else. I am at a loss. I don’t know what to do. I now have her sleeping in my room to make sure she’s safe. She said she feels safe, but I’m unbelievably concerned. I want to help my daughter through this, but clearly my son needs help as well. I don’t know how to approach this; get them both the help they need.",No Distortion
"I keep thinking about a young man who made passes at me: Last summer, my family and I traveled with my son’s High School Baseball team for about 20 days total. Between family members, coaches, and players, out group was between 40 to 50 people. We ate most meals together, watched games, and even spent recreational time together.",No Distortion
"I was told that I sent a violently threatening email to the police last week saying I would kill a girl I know and care about. Supposedly I sent it early on a Saturday because I was told about it the following Tuesday, and this girl and I had been talking a lot in between that time and I thought things were fine, I had no idea about this. They say I said a bunch of nasty things and said I was afraid I’d kill her. I have no memory of this and still do not believe I did it, especially since I had no motive to. I wasn’t harboring secret feelings like this and am investigating who could have sent this.",No Distortion
"This is usually done in a sly enough manner that it’s hard to challenge her behavior directly without feeling as though I’m overreacting.   I believe she lives under a lot of self-imposed guilt and when she sees me being happy and carefree, it activates her anxieties and she wants to bring me down.",Personalization
"I found the phone and looked at the messages, I know I shouldn’t have, and there were messages clearly stating that she was seeing someone else other than my dad.",Should statements
Anyway these sexual play encounters have really plagued my with tremendous guilt recently.,Personalization
My friend is obsessed with conspiracy theories to the point where It’s negatively effecting her life and disconnecting her from reality. She spends excessive amounts of time online reading about them. She was sexually abused as a child. Is there anything I can do as her friend to help nudge her back into reality and encourage interest in other pursuits?,No Distortion
"I know my brain is lying to me when it feels like I am going to be depressed for the rest of my life– I can be suspicious of this thought. Of course, the fact that successful treatment eludes me weighs on me, making me feel hopeless.",Overgeneralization
"The past 6 months of my school life and sleep schedule have been deteriorating to me physically, but recently it seems like my emotions have been going haywire too.",Overgeneralization
"Once I start thinking, I think about every single problem in my life and I cry.",Mental filter
My husband wasn’t coping well with the thought of losing his family and I don’t think he was thinking clearly.,Mind Reading
"More and more I find I have been having murderous thoughts. I don’t even have to know the people I kill in my mind, sometimes they are complete strangers but I still feel a specific rage towards them that compels me to think of their gruesome end. My thoughts also progress in gruesomeness. For example around 5th grade my thoughts would just be putting someone in a punching bag and punching them till all your anger is out. But around 8th grade my thoughts were more along the lines of like cutting each finger one by one and slowly and dipping the person’s hand into salt water to increase the pain. And in 9th grade, my thoughts were more like cutting and scraping the living flesh off the bones while the person is alive and fully conscious. Most of the times I even laugh at my thoughts because I can see them suffer. My friends think I need help.",No Distortion
"Hello. When I was little, my dad used to pin me on the bed to pull my underwear down and bite my bum until it bruised, all the while I kicked and screamed. I wasn’t able to sit down at times afterward. I also have brief flashbacks to when I was left home alone with him. He would call out my name in a high-pitched voice to sound like my mum, and he would get me to go in the bathroom. From where our toilet was positioned, I could see him fully. He would laugh when I went in and turn to me (still exposed). The flashback ends there, but I get this sick feeling about it. I don’t remember leaving the bathroom, and I remember him doing this more than once. I also remember someone opening my bedroom door, and I would pretend to be asleep. That’s as far as that memory goes. A lot of the time at night I would listen through the wall, but I don’t know why.",No Distortion
"Ever since the day I was born, I’ve always had problems expressing my thoughts and getting out what I wanted to say.  This makes me seem kinda dumb and crazy.",Overgeneralization
"Being in a married relationship, after a few years it became apparent my past life traumas, trouble sleeping and anger issues caused me to seek treatment. I was good enough without medications until I got married. I have a low grade bipolar 2 disorder possibly and have been taking 300 mg. quetiapine for over 10 years, now I hear it may cause early death. Am ok to wean off meds if best, since I didn’t need them before I got married. Please, I can’t die early. My young mom needs me. Thank you!",No Distortion
"My ex and I broke up a month ago b/c he was a cheater and I found out many instances where he wasn’t faithful to me in our relationship-we were together for a year off and on (he flew out to visit ex g/f in cali and told me he was going mtn biking, emailed/chatted with Transexuals online, emailed girls on myspace, craigslist, dating websites etc).",Labeling
I just want to stop the cycle of thinking about me being a pedophile and it ruining my life because I feel like it’s making me more and more anxious.,Magnification
"From the U.S. My brother’s son turns 2 in April, and they live in Denver. The boy’s mother left them for a 3 month stay in California right after he turned 1 to “work on herself”; before returning to Denver when she felt like she was ready to be a mother again. She has recently left them again, this time she has said she has little interest in returning to Denver.",No Distortion
"Please help. I am desperate to find the answers. I have been married for 8 years, together for 13yrs. We have 3 boys, 7,5,2 years old. I love my wife, but have never found the soulmate connection with her. As of last year, I met again my high school girlfriend whom I’ve thought of since parting at graduation in 1988. I knew something was special with us, but being young, didn’t really know what to do about it. Since she has come back into my life, I have been seeing her every once in a while, and emailing each other every day for over the past year. Both of us know that without a doubt we are truly meant for each other and we have found our true soulmate in life. I can’t do anything without thinking of her. I sometimes cry myself to sleep because I can’t be with her full time.",No Distortion
"She has completely shattered my confidence, that I don’t speak much anymore.",Magnification
"My boyfriend and I have been together for 5 months and it’s really been getting serious and we’re in a long distance relationship. I met his family and friends and they absolutely love me. He met my family and friends and they absolutely love him. Before I met my boyfriend I used to smoke pot on and off. Then I decided to quit and he said “That’s great, but if you were to continue my feelings for you would be the same.” I still quit anyways. Then a few weeks ago I smoked with some friends to relieve the stress in my life and I hadn’t talked to my boyfriend at all that week. So I told him about it because I love him and I tell him everything. When I told him, he flipped out on me and said I was a liar and deceitful and that his opinion of me had lessoned. Then he ended the conversation by saying “I need to think about where we’re going.”",No Distortion
"From the U.S.: I’ve started dating someone recently and I’ve realized that we are fairly bad at it since we can’t really seem to get into very personal topics. We met through a mutual friend almost a year ago, starting chatting on social media a few months ago and texting. Even though in the beginning personal topics were discussed, we’ve talked mostly about non-personal stuff, which I was okay with since I wanted to save them for face to face discussions. Last time we were out by ourselves, nothing happened, it just left me with a strange feeling. Also I’m now leaving it up to him to propose going somewhere, will see if it happens. Next time we have the opportunity to talk, what questions should I ask or what should I talk about? How do we get into personal conversation and avoid or at least reduce irrelevant garbage? Thank you.",No Distortion
"From a teen in Brazil: This is a non-life threatening or dangerous in any way problem, but I simply don’t know how I feel about someone and it’s been bugging me a lot. Basically I met someone who I very much admire, to the point where I want to be more like that person, I always find it enjoying to talk to him and am personally proud of knowing him and being his friend, despite the fact that I’m not sure whether he considers me a friend or not. I genuinely want to get to know him more and spend more time talking to him, despite not knowing how to go about that (but that’s another issue). I also highly value his opinion and advice, and I trust him a lot for some reason. I’m also overwhelmingly sure it’s not something romantic and I struggle to even find a word to describe what I feel towards him: admiration, respect, friendship?",No Distortion
"From the U.S.: I moved to a new state about 5 months ago. I now live in a very small, very rural area, 9 hours from my nearest family member. Today is my birthday and I spent most of the day on my couch alone. The rest was spent shoveling my deck. No one made any effort to spend time with me today.",No Distortion
"This helped me a great deal while I was doing both of those things however, I chose to stop them both as I made myself believe I didn’t need them.",Personalization
I’ll do crazy and spontaneous stuff because of it and I’ll also get heavily paranoid.,Labeling
"Mostly I make online friends and for some reason I get intense fear and anxiety when one of them gets angry at me or something I say doesn’t settle well with them. I’d go far as to start bawling and self-harm till I bleed a little before I feel less guilty, like a self-punishment of some sort.",Magnification
"Hello. I have a horrible habit of conversing with people I know…but they’re not even there! I do it constantly, and for long periods of time throughout the day or whenever I’m alone. It’s really been annoying me lately (gets in the way of school sometimes). Recently I’ve been trying to stop by plowing my head into my studies (small success, but like any old habit, it won’t go down without a fight). They’re weird scenarios I come up with, or sometimes I just pretend the people are there listening to me while I talk to them. Sometimes I even pretend they respond. Is this normal?",No Distortion
"I have always been a reader, and I often read in bed before sleep. As an adult, I occasionally fall asleep during this nightly ritual. But for the last 10 – 15 years, since I turned 50, a new twist has developed in this ritual, and I find it somewhat disturbing.",No Distortion
"For example, I picked up what I thought was a seed off the floor and it was a bug. I jumped and it fell down the drain. I started obsessing with thoughts like “you know you’re a horrible person” and “if you can’t save a bug how can you expect to be seen as kind”.",Magnification
We have been estranged for years and now he wants to make me feel like I am a bad sibling and it is my duty to take care of him.  I feel like everyone is taking advantage of me because sometimes I forget things. ,Mind Reading
I know the stuff the stalker said hurt him because he thought it was hurting me.,Mind Reading
"And my family just doesn’t seem to understand what I am going through,they act like its just something that i can automaticly turn off my emotions and be happy but thats not the case.",Mind Reading
I’m really just done with life and feel like if my life is just failure after failure that I can’t even think of whatever it maybe then what’s the purpose.,Mental filter
"From a teen in the U.S.: I’ve read some of the other posts relating to my issue and mine seems to be a bit different; I seem to talk to myself, but to a different degree. I always find myself having a conversation with at most four figures, I say “figures” because no one’s actually around me, I always hear a response and yes I can see them-visually speaking. It’s more of a flashed image or stationary statue that occasionally moves in response to the conversation (these “figures” have different voices, ideas, along with a conscience of their own but overall the conversations are very detailed)",No Distortion
"But just a few days ago, when his family called me (after nearly a month or so), I immediately started to shake and experience these feelings again.",Magnification
"From a teen in the U.S.: I’m 16 years old, and for about two months I’ve been hearing, and seeing things that aren’t there. They’re mainly dark figures, but sometimes when they’re close enough, I can hear them saying things. They normally say my name, or just gibberish. I’ve tried and tell me mum, but she doesn’t believe me, and my friends say I’m losing my mind. I’m having homicidal thoughts as well, but the figures, and voices are scaring me the most right now. What can I do?",No Distortion
"I am married for 15 years, I always have a fantasy that my wife seduces or have sex with other men (I don’t intend to make it real, even in imagination I put a scenario that either we are forced to do so or we are under drugs or wine and always with someone who won’t expose the issue, in other way I want it happened but against my will or I am forced to do so as to avoid sense of guilt), although me & my wife are conservative, & have a happy sexual life ,even I started to feel horny when a doctor examine my wife,I want to know what is psychological reason for such fantasy? is it related to childhood ( I had such thoughts for my mom for a period in my my late childhood at age 10-14, also I used to spy on my mom when changing her cloth at that time ) or is it related that I never had a sexual relationship with anyone but my wife. (From Saudi Arabia)",No Distortion
"I feel guilty. I thought I got over events that happened a while ago, but the problems have reemerged recently.",Personalization
The associated problem from a very untrained point of view is that they have for the first time in their life at 50 realized they can’t have everything they want and life isn’t always fair – and this lesson coming so late has really thrown a curve ball at them.,Mind Reading
"My relationships with my friends and significant others become intense from time to time and I always worry about being abandoned, even when they show no signs that they are going to leave me.  If someone happens to leave, I feel as if it’s my fault and I have suicidal thoughts or want to self-harm.  I have bouts of time where I’m really happy, then it’ll turn into sadness. There’s no in between for me.",Fortune-telling
